Submission ID,Item ID,Anonymized Student ID,Date/Time Response Submitted,Response,Assessment Details,Assessment Scores,Date/Time Final Score Given,Final Score Points Earned,Final Score Points Possible,Feedback Statements Selected,Feedback on Peer Assessments
54347e06-b6d6-11e6-b38e-0e9c00ef5940,1168794,aad77061bcae83e9371101b860e34ddf,2016-11-30 08:23:53+00:00,"{u'parts': [{u'text': u'\u30d6\u30e9\u30b8\u30eb\u30fb\u30dd\u30eb\u30c8\u30ac\u30eb\u8a9e / Brazilian Portuguese'}], u'file_key': u'aad77061bcae83e9371101b860e34ddf/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2283216
-- scored_at: 2016-12-04 14:18:41+00:00
-- type: PE
-- scorer_id: 6c219350ad58c39b367241c946d72d30
Assessment #2279674
-- scored_at: 2016-12-03 07:07:44+00:00
-- type: PE
-- scorer_id: f57c8d19d75e3f715add3d61fbef4596
Assessment #2274741
-- scored_at: 2016-12-01 13:22:30+00:00
-- type: PE
-- scorer_id: 12af93146f23cd862c899d1ed4ff39cd
Assessment #2271970
-- scored_at: 2016-11-30 19:36:33+00:00
-- type: PE
-- scorer_id: 557c8aafc0cd6551099d9c5b6e8d5a81
Assessment #2270889
-- scored_at: 2016-11-30 13:14:42+00:00
-- type: PE
-- scorer_id: c5f76dff6d40626c87578fb957280701
Assessment #2270728
-- scored_at: 2016-11-30 12:13:36+00:00
-- type: PE
-- scorer_id: 8eb70bf2c87e4be3cf7664ce2a0c1a81","Assessment #2283216
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: いい発音
Assessment #2279674
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 素晴らしいです。
Assessment #2274741
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 自然な日本語に聞こえました。
Assessment #2271970
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 
Good afternoon, good pronunciation, a little intonation.
Assessment #2270889
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: 声がいいです。
Assessment #2270728
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: とてもわかりやすい！",2016-11-30 19:36:34+00:00,2,2,"These assessments were useful.
These assessments were useful.
These assessments were useful.
",
3e4d5e34-b6d4-11e6-a383-0ae347717e30,1168774,60e3cf9066f8f2b2959531a6d0b452bc,2016-11-30 08:08:58+00:00,"{u'parts': [{u'text': u'\u4e2d\u56fd\u8a9e\u2022\u664b\u5357\u8a9e/Chinese\u2022Jinnan dialect'}], u'file_key': u'60e3cf9066f8f2b2959531a6d0b452bc/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2295343
-- scored_at: 2016-12-07 15:06:32+00:00
-- type: PE
-- scorer_id: 3b98624546a8e7e8d53286fc7716dae5
Assessment #2283518
-- scored_at: 2016-12-04 16:25:22+00:00
-- type: PE
-- scorer_id: 2b0cef9ff7aaa4bef41e1d880472bf22
Assessment #2280825
-- scored_at: 2016-12-03 18:02:45+00:00
-- type: PE
-- scorer_id: ec0c79c42a2a134b0f30413fc1b66bab
Assessment #2279673
-- scored_at: 2016-12-03 07:06:41+00:00
-- type: PE
-- scorer_id: f57c8d19d75e3f715add3d61fbef4596
Assessment #2270886
-- scored_at: 2016-11-30 13:12:59+00:00
-- type: PE
-- scorer_id: c5f76dff6d40626c87578fb957280701
Assessment #2270726
-- scored_at: 2016-11-30 12:13:01+00:00
-- type: PE
-- scorer_id: 8eb70bf2c87e4be3cf7664ce2a0c1a81
Assessment #2270192
-- scored_at: 2016-11-30 08:43:51+00:00
-- type: PE
-- scorer_id: aad77061bcae83e9371101b860e34ddf
-- overall_feedback: You really cannot speak faster (without spelling each letter)?","Assessment #2295343
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: I think It will be better if you speak a little faster.
Assessment #2283518
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: ええ！！うたがじょうずです
Assessment #2280825
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 内容がとても良く伝わった。
Assessment #2279673
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: 音声が聞こえません。
Assessment #2270886
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: もっと練習したほうがいいと思います

Assessment #2270726
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 面白かったです。とてもわかりやすい！
Assessment #2270192
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: The content is understandable. I think you can exercise the speed of your speech.
I know that the audio sample wasn't in a normal speed, but I believe you can do better, especially at the 「えっ」. Sometimes speaking really slow can cause misunderstandings.",2016-12-01 07:01:48+00:00,2,2,"These assessments were useful.
These assessments were useful.
These assessments were useful.
","My native Japanese teacher sometimes say, foreign students cannot understand why to speak Japanese slower is ok. He said more, if you cannot speak slow, your Japanese study is not good. Actually, a lot of students in abroad cannot speak Japanese slower. They say, faster,faster,like Japanese in TV, speak faster. I think faster speaking is not a value to speak. Correctness is a value to speak."
80e706ce-b6c9-11e6-8ddf-0e9c00ef5940,1168714,7422a699fcee0f1eea09b6d8a6db2acd,2016-11-30 06:52:05+00:00,"{u'parts': [{u'text': u'\u82f1\u8a9e'}], u'file_key': u'7422a699fcee0f1eea09b6d8a6db2acd/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2279760
-- scored_at: 2016-12-03 08:20:26+00:00
-- type: PE
-- scorer_id: 0414fcfec128cd546262f135b2dac701
Assessment #2276970
-- scored_at: 2016-12-02 02:11:38+00:00
-- type: PE
-- scorer_id: 3ac24022b8b483398da0149b7a3185fe
Assessment #2274347
-- scored_at: 2016-12-01 10:14:23+00:00
-- type: PE
-- scorer_id: 48fffd25fd4e7d9a9839db71b01c86f4
Assessment #2273375
-- scored_at: 2016-12-01 02:43:32+00:00
-- type: PE
-- scorer_id: 0c3f5c23f39ba39bd9c7e90e3f1a7811
Assessment #2270871
-- scored_at: 2016-11-30 13:09:28+00:00
-- type: PE
-- scorer_id: c5f76dff6d40626c87578fb957280701
Assessment #2270721
-- scored_at: 2016-11-30 12:12:08+00:00
-- type: PE
-- scorer_id: 8eb70bf2c87e4be3cf7664ce2a0c1a81
Assessment #2270167
-- scored_at: 2016-11-30 08:31:07+00:00
-- type: PE
-- scorer_id: aad77061bcae83e9371101b860e34ddf","Assessment #2279760
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Nice pronunciation! Ganbatte!
Assessment #2276970
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: It was somewhat hard to listen to due to the white noise in the background. I think more intonation is needed to make the content clearer.
Assessment #2274347
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: もん should have a lower pitch. しんかんせん should have a lower pitch at the end
Assessment #2273375
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: The accent of「もん」in「食べるもん」should be low.
Assessment #2270871
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: 元気ない声ですね
少し聞き取りにくいと思います。
Assessment #2270721
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: わかりやすいです。
Assessment #2270167
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: I was able to understand the content, and the pronunciation was quite good.
I believe it is possible for you to try expressing more feelings by the intonation (but I particularly thought the sample wasn't good enough).",2016-11-30 13:09:28+00:00,2,2,"These assessments were useful.
These assessments were useful.
These assessments were useful.
",
7f0e6bc8-b6c7-11e6-9b8b-0e9c00ef5940,1168703,78658a06b4ce58cab07952bba2d04e68,2016-11-30 06:37:43+00:00,"{u'parts': [{u'text': u'\u6bcd\u8a9e\uff1a\u4e2d\u56fd\u8a9e'}], u'file_key': u'78658a06b4ce58cab07952bba2d04e68/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2298688
-- scored_at: 2016-12-08 10:19:02+00:00
-- type: PE
-- scorer_id: 003b5f0dc9945d0eef7172fd32a17e40
Assessment #2282903
-- scored_at: 2016-12-04 11:52:27+00:00
-- type: PE
-- scorer_id: b39429b73b33cc44a95b97375071fd52
Assessment #2276445
-- scored_at: 2016-12-01 22:37:58+00:00
-- type: PE
-- scorer_id: a424cfeaf70ea4b0b8d1fa2bfb6b1faf
Assessment #2271508
-- scored_at: 2016-11-30 17:06:17+00:00
-- type: PE
-- scorer_id: da3daa06809c97fed6fcac010d7bc991
Assessment #2270156
-- scored_at: 2016-11-30 08:25:54+00:00
-- type: PE
-- scorer_id: aad77061bcae83e9371101b860e34ddf
Assessment #2269991
-- scored_at: 2016-11-30 07:07:11+00:00
-- type: PE
-- scorer_id: 7422a699fcee0f1eea09b6d8a6db2acd","Assessment #2298688
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Sounds almost like a native. 
Assessment #2282903
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: very fluent and the speaker is able to show dropping of the ""っ"". 
Assessment #2276445
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Good work,

The rhythm was a little faster than the example, but the message was conveyed.
Assessment #2271508
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Excellent.
Assessment #2270156
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 内容がとても良く伝わりました。
ちょっと速すぎたけど、発音もとても良かったと思います。
Assessment #2269991
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: ちょうどいいよ",2016-11-30 17:06:17+00:00,2,2,"These assessments were useful.
These assessments were useful.
These assessments were useful.
","ありがとうございます。
第三回の発音チェックでは発話スピードが遅いと指摘されたのに対し、
第四回の発音チェックではスピードが速いと指摘されました（笑）

また調整します。"
8cc1f96e-b6b4-11e6-9632-126aef056786,1168566,6703886a4a725ebfa4b00af2a07e1103,2016-11-30 04:22:05+00:00,"{u'parts': [{u'text': u'Mexican Spanish / \u30b9\u30da\u30a4\u30f3\u8a9e'}], u'file_key': u'6703886a4a725ebfa4b00af2a07e1103/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@bffd93395d8c49f7a4b949af58aa00c0'}","Assessment #2283894
-- scored_at: 2016-12-04 18:16:30+00:00
-- type: ST
-- scorer_id: 0e2545b8ba1e192f53ba34eeb5fb0a2a
-- overall_feedback: 戸田先生からのメッセージです。
Message from Professor Toda

edoardopg93さん、
Dear edoardopg93,

本コースへのご参加、ありがとうございます。
Thank you for taking this course.
コースの内容がこれからの日本語学習に役に立てば幸いです。
I hope you are finding this course helpful for your Japanese studies.
これからも、楽しく発音練習を続けましょう！
Let's continue to enjoy studying Japanese pronunciation.

戸田貴子（早稲田大学）
Takako Toda (Waseda University)","Assessment #2283894
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: edoardopg93さん、
Dear edoardopg93,

はっきりと発音していて、とても聞きやすかったです。
Your pronunciation was clear and easy to listen to.

「べんきょう」が「べんきょ」に聞こえました。
""べんきょう"" sounded like ""べんきょ"". 
「どうやって」が「どやって」に聞こえました。
""どうやって"" sounded like ""どやって"".
声の長さに気をつけましょう。
Be careful of the long vowel sound.
「だから」のアクセントが違っていました。
「低低低」→「高低低」です。
The accent for ""だから"" was not correct.
It sounded like “LLL”. The correct accent is “HLL”.
「ノートに」のアクセントが違っていました。
「低低低低」→「高低低低」です。
The accent for ""ノートに"" was not correct.
It sounded like “LLLL”. The correct accent is “HLLL”.
声の高さに気をつけましょう。
Be careful of pitch.
「していますか」のイントネーションが下がっていました。
意味とイントネーションに気をつけましょう。
The intonation for ""していますか"" fell. 
Be careful of the meaning and intonation.


これからも、発音練習をがんばってください！
Keep trying your best to practice your pronunciation!

TA 大戸雄太郎(Yutaro Odo)",2016-12-05 03:00:54+00:00,2,2,,
76361284-b6a5-11e6-b4a9-0e9c00ef5940,1168436,e66294b9a0f72b4437fdf87589c9d6d5,2016-11-30 02:34:05+00:00,"{u'parts': [{u'text': u'\u30a4\u30f3\u30c9\u30cd\u30b7\u30a2\u8a9e'}], u'file_key': u'e66294b9a0f72b4437fdf87589c9d6d5/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2278079
-- scored_at: 2016-12-02 13:52:45+00:00
-- type: PE
-- scorer_id: 35c038515b6166cb412ae1488f878793
Assessment #2270117
-- scored_at: 2016-11-30 08:11:07+00:00
-- type: PE
-- scorer_id: 60e3cf9066f8f2b2959531a6d0b452bc
Assessment #2269988
-- scored_at: 2016-11-30 07:06:33+00:00
-- type: PE
-- scorer_id: 7422a699fcee0f1eea09b6d8a6db2acd
Assessment #2269939
-- scored_at: 2016-11-30 06:44:36+00:00
-- type: PE
-- scorer_id: 78658a06b4ce58cab07952bba2d04e68","Assessment #2278079
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Very good!
Assessment #2270117
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: とてもよいです。新幹線の発音がflat
Assessment #2269988
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: いい発音だ。少し間違いがあり、「遅れ」は「遅り」になったんだ。
Assessment #2269939
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 良かった点：
とても自然で、きれいな発音でした！

気になる点：
「新幹線」のアクセントが平板型になっていました。",2016-11-30 08:11:07+00:00,2,2,,
00052976-b68f-11e6-b5a9-0eeebc83cc8c,1168226,54b372da67d364db65ddb8b23315b1b7,2016-11-29 23:53:18+00:00,"{u'parts': [{u'text': u'Mother tongue: Spanish\nDialect: Valenciano'}], u'file_key': u'54b372da67d364db65ddb8b23315b1b7/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2280617
-- scored_at: 2016-12-03 16:31:10+00:00
-- type: PE
-- scorer_id: 2202dc132c34ba9bd11e83a0d37db0b2
Assessment #2280126
-- scored_at: 2016-12-03 12:20:16+00:00
-- type: PE
-- scorer_id: 44a7cdf9e62b3ad6178117bdc4a2da4a
Assessment #2278029
-- scored_at: 2016-12-02 13:28:45+00:00
-- type: PE
-- scorer_id: 82fcff1fbf513699935cd1ca89a14386
Assessment #2276471
-- scored_at: 2016-12-01 22:44:43+00:00
-- type: PE
-- scorer_id: a424cfeaf70ea4b0b8d1fa2bfb6b1faf
Assessment #2269984
-- scored_at: 2016-11-30 07:04:23+00:00
-- type: PE
-- scorer_id: 7422a699fcee0f1eea09b6d8a6db2acd
Assessment #2269936
-- scored_at: 2016-11-30 06:43:18+00:00
-- type: PE
-- scorer_id: 78658a06b4ce58cab07952bba2d04e68
Assessment #2269411
-- scored_at: 2016-11-30 02:36:52+00:00
-- type: PE
-- scorer_id: e66294b9a0f72b4437fdf87589c9d6d5","Assessment #2280617
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: Estuvo bien, pero algunas pequeñas fallas en la pronunciación. Mucho ánimo, sigue practicando 
Assessment #2280126
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: The か in 買っとかなきゃ sounded like く to me. In the second sentence you pronounced の from 乗り along with 新幹線, which could create some confusion.
Assessment #2278029
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: 「新幹線乗り遅れちゃうよ」で止まるところが違います。正確のは「新幹線　乗り遅れちゃうよ」。
Assessment #2276471
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: Good job, here are a couple of points:

""taberumon"" was pronounced too fast.

""noriokurechauyo"" was divided when pronounced. In the example, it is continuous.
In yours, the ""no"" sounds like a particle and not part of a word.
Assessment #2269984
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: 登録の質はよくないから、少し分かりにくいんだ。
Assessment #2269936
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 良かったです！
Assessment #2269411
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: The whole statement sounds very flat. May want to add more ""high"" and ""low"" so that the sentence sounds conversational rather than textbook.",2016-11-30 07:04:23+00:00,2,2,,
7791bcc8-b68c-11e6-b505-068a0155a64a,1168206,a8c61dc93a21a1669839af58f5a8955f,2016-11-29 23:35:10+00:00,"{u'parts': [{u'text': u'\u82f1\u8a9e\nEnglish - Great Lakes dialect'}], u'file_key': u'a8c61dc93a21a1669839af58f5a8955f/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2285324
-- scored_at: 2016-12-05 03:52:34+00:00
-- type: PE
-- scorer_id: 34e3c08dba497d70a7d7708811ded202
-- overall_feedback: There was some background noise - little hard to hear, but it was well. 
Assessment #2282509
-- scored_at: 2016-12-04 09:50:29+00:00
-- type: PE
-- scorer_id: 78f245163253bb68660f95bb4aeb4eb4
Assessment #2281777
-- scored_at: 2016-12-04 03:19:49+00:00
-- type: PE
-- scorer_id: dec75d12da28dc375195684584d25a9e
Assessment #2278684
-- scored_at: 2016-12-02 19:30:49+00:00
-- type: PE
-- scorer_id: d3600b09027bb58f3da115cbf93b3189
Assessment #2271978
-- scored_at: 2016-11-30 19:37:27+00:00
-- type: PE
-- scorer_id: 557c8aafc0cd6551099d9c5b6e8d5a81
Assessment #2270206
-- scored_at: 2016-11-30 08:49:02+00:00
-- type: PE
-- scorer_id: aad77061bcae83e9371101b860e34ddf
Assessment #2269934
-- scored_at: 2016-11-30 06:42:56+00:00
-- type: PE
-- scorer_id: 78658a06b4ce58cab07952bba2d04e68
Assessment #2269406
-- scored_at: 2016-11-30 02:36:07+00:00
-- type: PE
-- scorer_id: e66294b9a0f72b4437fdf87589c9d6d5
Assessment #2268912
-- scored_at: 2016-11-29 23:56:35+00:00
-- type: PE
-- scorer_id: 54b372da67d364db65ddb8b23315b1b7","Assessment #2285324
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: ""乗り遅れちゃうよ"" intonation is slightly different in ""れ"" and sounds a little off, but the content is well. 
Assessment #2282509
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: いいと思いますけど、今度は大きく発音してください。
Assessment #2281777
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: -
Assessment #2278684
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: well done! but kattoKAnakya sounds more like kattoKUnakya.
Assessment #2271978
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 
Good afternoon, good pronunciation, a little intonation.
Assessment #2270206
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: The content was understandable, and the pronunciation was quite good.
I think you can exercise the part 「乗り遅れちゃうよ」. A little bit faster seems more natural.
Assessment #2269934
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: 音が小さいです＞＜
Assessment #2269406
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: can pay more attention to the intonation. Sounds very textbook rather than being expressive.
Assessment #2268912
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Good! but the record is very low",2016-11-30 06:42:56+00:00,2,2,,
7a5e91f2-b68b-11e6-aeee-0a0ecbe5e0a6,1168200,da3daa06809c97fed6fcac010d7bc991,2016-11-29 23:28:05+00:00,"{u'parts': [{u'text': u'Hong Kong Cantonese'}], u'file_key': u'da3daa06809c97fed6fcac010d7bc991/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2312775
-- scored_at: 2016-12-11 18:00:25+00:00
-- type: PE
-- scorer_id: 4e4c434f0d72fb479576734a88df1cb8
Assessment #2284474
-- scored_at: 2016-12-04 21:32:16+00:00
-- type: PE
-- scorer_id: fb5b576857a2f882263be21a2b0df058
Assessment #2284368
-- scored_at: 2016-12-04 20:44:37+00:00
-- type: PE
-- scorer_id: 313b78fbcd3b777f200497afc369836c
Assessment #2279240
-- scored_at: 2016-12-03 01:45:39+00:00
-- type: PE
-- scorer_id: c780dbd1d336b62f33a3391485951cd6
Assessment #2278074
-- scored_at: 2016-12-02 13:52:04+00:00
-- type: PE
-- scorer_id: 35c038515b6166cb412ae1488f878793
Assessment #2273892
-- scored_at: 2016-12-01 06:06:50+00:00
-- type: PE
-- scorer_id: dfa536e981641dbff0a3d6f0c6416f73
Assessment #2271217
-- scored_at: 2016-11-30 15:21:41+00:00
-- type: PE
-- scorer_id: 98c763a5695531661c6163164f31f36a
Assessment #2269955
-- scored_at: 2016-11-30 06:47:33+00:00
-- type: PE
-- scorer_id: 78658a06b4ce58cab07952bba2d04e68
Assessment #2269402
-- scored_at: 2016-11-30 02:35:21+00:00
-- type: PE
-- scorer_id: e66294b9a0f72b4437fdf87589c9d6d5
Assessment #2268905
-- scored_at: 2016-11-29 23:55:00+00:00
-- type: PE
-- scorer_id: 54b372da67d364db65ddb8b23315b1b7
Assessment #2268869
-- scored_at: 2016-11-29 23:45:27+00:00
-- type: PE
-- scorer_id: a8c61dc93a21a1669839af58f5a8955f
-- overall_feedback: Good luck on the test!","Assessment #2312775
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Very good!
Assessment #2284474
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: very nice
Assessment #2284368
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: very clear and easy to follow
Assessment #2279240
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Hard to hear, but sounds good
Assessment #2278074
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Sounded very good to me!
Assessment #2273892
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Your recording sound good to me.
Assessment #2271217
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: It is a good pronunciation. 
Assessment #2269955
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: 良かった点：
とても自然で、きれいな発音でした！

気になる点：
ないです！
Assessment #2269402
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: The pronunciation of ""shinkansen"" can be improved. 
Assessment #2268905
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: Good! perhaps next time you can record a little louder
Assessment #2268869
-- 発音の良さ / Fluency of Pronunciation: 良い　Good (2)
-- feedback: The pacing feels a little strange, but I do not see any problems with your pronunciation.",2016-11-30 17:07:10+00:00,2,2,"These assessments were useful.
These assessments were useful.
These assessments were useful.
",
290a2972-b688-11e6-82de-068a0155a64a,1168171,416ea05a63d9cd63a5b0b885b4e1e8f7,2016-11-29 23:04:20+00:00,"{u'parts': [{u'text': u'french and spanish'}], u'file_key': u'416ea05a63d9cd63a5b0b885b4e1e8f7/course-v1:WasedaX+JPC111x+3T2016/block-v1:WasedaX+JPC111x+3T2016+type@openassessment+block@0269b1dd091f48fca9e487de667481ad'}","Assessment #2275016
-- scored_at: 2016-12-01 14:59:56+00:00
-- type: PE
-- scorer_id: 8803c42574239f2972c9ed674502eb06
Assessment #2274523
-- scored_at: 2016-12-01 11:39:24+00:00
-- type: PE
-- scorer_id: 75511e3f21c94287bd46afbb7710df9a
Assessment #2273508
-- scored_at: 2016-12-01 03:24:31+00:00
-- type: PE
-- scorer_id: 08bf2c277feefa49c733e5278f19889d
Assessment #2271212
-- scored_at: 2016-11-30 15:19:59+00:00
-- type: PE
-- scorer_id: 98c763a5695531661c6163164f31f36a
Assessment #2268900
-- scored_at: 2016-11-29 23:54:22+00:00
-- type: PE
-- scorer_id: 54b372da67d364db65ddb8b23315b1b7
Assessment #2268863
-- scored_at: 2016-11-29 23:42:49+00:00
-- type: PE
-- scorer_id: a8c61dc93a21a1669839af58f5a8955f
-- overall_feedback: Your submitted file had no file type. 
Good luck on the test! Congratulations on making it to the end of the course!
Assessment #2268844
-- scored_at: 2016-11-29 23:30:54+00:00
-- type: PE
-- scorer_id: da3daa06809c97fed6fcac010d7bc991","Assessment #2275016
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: 音声の再生が出来なかった。
Assessment #2274523
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: 「乗り遅れちゃうよ」ははっきり聞こえませんでした。
Assessment #2273508
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: the File could not be played. 
Assessment #2271212
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: オープンできません。
Assessment #2268900
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: I was unable to assess, sorry!
Assessment #2268863
-- 発音の良さ / Fluency of Pronunciation: まあ良い　Fair (2)
-- feedback: Voice sounded singsong. It might be worth going over the ""accent"" week again. Your pitch changed very frequently.
「れちゃうよ」 sounded like 「いじゃうよ」.
Assessment #2268844
-- 発音の良さ / Fluency of Pronunciation: 評価不能 Unable to Assess (2)
-- feedback: No sound.",2016-11-29 23:54:22+00:00,2,2,"These assessments were useful.
These assessments were useful.
These assessments were useful.
","Thank you very much for all of your comments!
I will try to do better next time!
ありがとうございました"
